instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_period
12647,2012-06-16,2,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,8,19,27,Early Morning
12648,2012-06-16,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,3,5,8,Early Morning
12649,2012-06-16,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,2,21,23,Early Morning
12650,2012-06-16,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,11,36,47,Early Morning
12651,2012-06-16,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78,Peak Hour
12652,2012-06-16,2,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,47,157,204,Peak Hour
12653,2012-06-16,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367,Peak Hour
12654,2012-06-16,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,139,296,435,Noon Riders
12655,2012-06-16,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,213,353,566,Noon Riders
12656,2012-06-16,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,254,349,603,Noon Riders
12657,2012-06-16,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617,Noon Riders
12658,2012-06-16,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573,Noon Riders
12659,2012-06-16,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,295,288,583,Noon Riders
12660,2012-06-16,2,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,238,304,542,Peak Hour
12661,2012-06-16,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,244,349,593,Peak Hour
12662,2012-06-16,2,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,256,315,571,Peak Hour
12663,2012-06-16,2,1,6,19,0,6,0,2,0.7,0.6364,0.42,0.194,184,277,461,Peak Hour
12664,2012-06-16,2,1,6,20,0,6,0,2,0.66,0.6212,0.47,0.194,123,229,352,Night Riders
12665,2012-06-16,2,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,98,192,290,Night Riders
12666,2012-06-16,2,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,91,189,280,Night Riders
12667,2012-06-16,2,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,49,134,183,Night Riders
12668,2012-06-17,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148,Early Morning
12669,2012-06-17,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,21,67,88,Early Morning
12670,2012-06-17,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74,Early Morning
12671,2012-06-17,2,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045,6,22,28,Early Morning
12672,2012-06-17,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,2,16,18,Early Morning
12673,2012-06-17,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,4,13,17,Early Morning
12674,2012-06-17,2,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045,7,16,23,Early Morning
12675,2012-06-17,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,18,30,48,Peak Hour
12676,2012-06-17,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,24,95,119,Peak Hour
12677,2012-06-17,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274,Peak Hour
12678,2012-06-17,2,1,6,10,0,0,0,1,0.58,0.5455,0.64,0.0,148,288,436,Noon Riders
12679,2012-06-17,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,196,350,546,Noon Riders
12680,2012-06-17,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,260,355,615,Noon Riders
12681,2012-06-17,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614,Noon Riders
12682,2012-06-17,2,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,255,327,582,Noon Riders
12683,2012-06-17,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,203,260,463,Noon Riders
12684,2012-06-17,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,240,340,580,Peak Hour
12685,2012-06-17,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,232,361,593,Peak Hour
12686,2012-06-17,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,203,310,513,Peak Hour
12687,2012-06-17,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,146,244,390,Peak Hour
12688,2012-06-17,2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.194,101,201,302,Night Riders
12689,2012-06-17,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194,76,170,246,Night Riders
12690,2012-06-17,2,1,6,22,0,0,0,1,0.6,0.6061,0.6,0.194,55,98,153,Night Riders
12691,2012-06-17,2,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.194,29,79,108,Night Riders
12692,2012-06-18,2,1,6,0,0,1,1,1,0.56,0.5303,0.73,0.2537,12,28,40,Early Morning
12693,2012-06-18,2,1,6,1,0,1,1,1,0.54,0.5152,0.77,0.2239,9,5,14,Early Morning
12694,2012-06-18,2,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,3,6,9,Early Morning
12695,2012-06-18,2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,1,3,4,Early Morning
12696,2012-06-18,2,1,6,4,0,1,1,2,0.54,0.5152,0.77,0.194,0,9,9,Early Morning
12697,2012-06-18,2,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23,Early Morning
12698,2012-06-18,2,1,6,6,0,1,1,3,0.52,0.5,0.88,0.1343,0,37,37,Early Morning
12699,2012-06-18,2,1,6,7,0,1,1,3,0.52,0.5,0.94,0.2239,10,135,145,Peak Hour
12700,2012-06-18,2,1,6,8,0,1,1,2,0.54,0.5152,0.83,0.194,27,447,474,Peak Hour
12701,2012-06-18,2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,28,222,250,Peak Hour
12702,2012-06-18,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,13,78,91,Noon Riders
12703,2012-06-18,2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,25,96,121,Noon Riders
12704,2012-06-18,2,1,6,12,0,1,1,3,0.56,0.5303,0.78,0.1343,29,139,168,Noon Riders
12705,2012-06-18,2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,51,174,225,Noon Riders
12706,2012-06-18,2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,59,160,219,Noon Riders
12707,2012-06-18,2,1,6,15,0,1,1,2,0.6,0.5909,0.69,0.194,61,176,237,Noon Riders
12708,2012-06-18,2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,53,279,332,Peak Hour
12709,2012-06-18,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,54,669,723,Peak Hour
12710,2012-06-18,2,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,47,595,642,Peak Hour
12711,2012-06-18,2,1,6,19,0,1,1,2,0.62,0.5909,0.73,0.0896,52,411,463,Peak Hour
12712,2012-06-18,2,1,6,20,0,1,1,2,0.62,0.5909,0.73,0.1343,45,317,362,Night Riders
12713,2012-06-18,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,35,238,273,Night Riders
12714,2012-06-18,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,21,143,164,Night Riders
12715,2012-06-18,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,17,57,74,Night Riders
12716,2012-06-19,2,1,6,0,0,2,1,2,0.6,0.5758,0.78,0.1642,5,30,35,Early Morning
12717,2012-06-19,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,1,13,14,Early Morning
12718,2012-06-19,2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,1,14,15,Early Morning
12719,2012-06-19,2,1,6,3,0,2,1,2,0.6,0.5758,0.78,0.1045,1,7,8,Early Morning
12720,2012-06-19,2,1,6,4,0,2,1,2,0.6,0.5758,0.78,0.1343,1,9,10,Early Morning
12721,2012-06-19,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37,Early Morning
12722,2012-06-19,2,1,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045,9,152,161,Early Morning
12723,2012-06-19,2,1,6,7,0,2,1,2,0.6,0.5758,0.78,0.1343,18,462,480,Peak Hour
12724,2012-06-19,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673,Peak Hour
12725,2012-06-19,2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,40,288,328,Peak Hour
12726,2012-06-19,2,1,6,10,0,2,1,1,0.64,0.6061,0.73,0.0896,44,136,180,Noon Riders
12727,2012-06-19,2,1,6,11,0,2,1,1,0.66,0.6212,0.69,0.1343,56,174,230,Noon Riders
12728,2012-06-19,2,1,6,12,0,2,1,1,0.7,0.6515,0.65,0.0896,70,222,292,Noon Riders
12729,2012-06-19,2,1,6,13,0,2,1,1,0.74,0.6818,0.58,0.1343,69,203,272,Noon Riders
12730,2012-06-19,2,1,6,14,0,2,1,1,0.76,0.7121,0.58,0.1045,61,166,227,Noon Riders
12731,2012-06-19,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,72,187,259,Noon Riders
12732,2012-06-19,2,1,6,16,0,2,1,1,0.8,0.7576,0.55,0.2239,48,286,334,Peak Hour
12733,2012-06-19,2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,86,725,811,Peak Hour
12734,2012-06-19,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,91,704,795,Peak Hour
12735,2012-06-19,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,82,432,514,Peak Hour
12736,2012-06-19,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,59,399,458,Night Riders
12737,2012-06-19,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,37,239,276,Night Riders
12738,2012-06-19,2,1,6,22,0,2,1,1,0.72,0.697,0.79,0.0896,51,240,291,Night Riders
12739,2012-06-19,2,1,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,23,102,125,Night Riders
12740,2012-06-20,2,1,6,0,0,3,1,1,0.7,0.6667,0.79,0.194,5,48,53,Early Morning
12741,2012-06-20,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.194,7,20,27,Early Morning
12742,2012-06-20,2,1,6,2,0,3,1,1,0.66,0.6061,0.83,0.1642,1,5,6,Early Morning
12743,2012-06-20,2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343,2,6,8,Early Morning
12744,2012-06-20,2,1,6,4,0,3,1,1,0.66,0.6061,0.83,0.0896,1,6,7,Early Morning
12745,2012-06-20,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39,Early Morning
12746,2012-06-20,2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896,9,156,165,Early Morning
12747,2012-06-20,2,1,6,7,0,3,1,2,0.66,0.5909,0.89,0.0,20,444,464,Peak Hour
12748,2012-06-20,2,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,43,600,643,Peak Hour
12749,2012-06-20,2,1,6,9,0,3,1,2,0.72,0.697,0.74,0.0,40,276,316,Peak Hour
12750,2012-06-20,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343,41,126,167,Noon Riders
12751,2012-06-20,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.194,54,134,188,Noon Riders
12752,2012-06-20,2,1,6,12,0,3,1,1,0.86,0.803,0.47,0.1642,30,150,180,Noon Riders
12753,2012-06-20,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211,Noon Riders
12754,2012-06-20,2,1,6,14,0,3,1,1,0.88,0.803,0.39,0.194,56,134,190,Noon Riders
12755,2012-06-20,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0,36,143,179,Noon Riders
12756,2012-06-20,2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045,51,284,335,Peak Hour
12757,2012-06-20,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0.0,80,611,691,Peak Hour
12758,2012-06-20,2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0.0,81,591,672,Peak Hour
12759,2012-06-20,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539,Peak Hour
12760,2012-06-20,2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239,81,326,407,Night Riders
12761,2012-06-20,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344,Night Riders
12762,2012-06-20,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045,31,226,257,Night Riders
12763,2012-06-20,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123,Night Riders
12764,2012-06-21,3,1,6,0,0,4,1,1,0.74,0.697,0.7,0.0896,16,53,69,Early Morning
12765,2012-06-21,3,1,6,1,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18,Early Morning
12766,2012-06-21,3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18,Early Morning
12767,2012-06-21,3,1,6,3,0,4,1,1,0.72,0.697,0.74,0.0,3,8,11,Early Morning
12768,2012-06-21,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12,Early Morning
12769,2012-06-21,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40,Early Morning
12770,2012-06-21,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150,Early Morning
12771,2012-06-21,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,Peak Hour
12772,2012-06-21,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0.0,27,563,590,Peak Hour
12773,2012-06-21,3,1,6,9,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256,Peak Hour
12774,2012-06-21,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,Noon Riders
12775,2012-06-21,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161,Noon Riders
12776,2012-06-21,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,Noon Riders
12777,2012-06-21,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,31,141,172,Noon Riders
12778,2012-06-21,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176,Noon Riders
12779,2012-06-21,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,Noon Riders
12780,2012-06-21,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320,Peak Hour
12781,2012-06-21,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0.0,80,535,615,Peak Hour
12782,2012-06-21,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640,Peak Hour
12783,2012-06-21,3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499,Peak Hour
12784,2012-06-21,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,Night Riders
12785,2012-06-21,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,Night Riders
12786,2012-06-21,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243,Night Riders
12787,2012-06-21,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146,Night Riders
12788,2012-06-22,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93,Early Morning
12789,2012-06-22,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31,Early Morning
12790,2012-06-22,3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0.0,0,12,12,Early Morning
12791,2012-06-22,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0.0,1,6,7,Early Morning
12792,2012-06-22,3,1,6,4,0,5,1,2,0.76,0.7273,0.66,0.0,3,7,10,Early Morning
12793,2012-06-22,3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38,Early Morning
12794,2012-06-22,3,1,6,6,0,5,1,2,0.74,0.697,0.66,0.0,4,118,122,Early Morning
12795,2012-06-22,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,Peak Hour
12796,2012-06-22,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613,Peak Hour
12797,2012-06-22,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333,Peak Hour
12798,2012-06-22,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185,Noon Riders
12799,2012-06-22,3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236,Noon Riders
12800,2012-06-22,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,Noon Riders
12801,2012-06-22,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300,Noon Riders
12802,2012-06-22,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263,Noon Riders
12803,2012-06-22,3,1,6,15,0,5,1,1,0.9,0.8182,0.35,0.3582,72,212,284,Noon Riders
12804,2012-06-22,3,1,6,16,0,5,1,1,0.9,0.803,0.31,0.2239,67,313,380,Peak Hour
12805,2012-06-22,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646,Peak Hour
12806,2012-06-22,3,1,6,18,0,5,1,2,0.8,0.7576,0.55,0.194,62,443,505,Peak Hour
12807,2012-06-22,3,1,6,19,0,5,1,2,0.76,0.697,0.55,0.194,45,317,362,Peak Hour
12808,2012-06-22,3,1,6,20,0,5,1,2,0.76,0.697,0.55,0.194,31,171,202,Night Riders
12809,2012-06-22,3,1,6,21,0,5,1,3,0.68,0.6364,0.65,0.2836,40,177,217,Night Riders
12810,2012-06-22,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343,42,155,197,Night Riders
12811,2012-06-22,3,1,6,23,0,5,1,2,0.66,0.6212,0.74,0.0,29,145,174,Night Riders
12812,2012-06-23,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0.0,14,102,116,Early Morning
12813,2012-06-23,3,1,6,1,0,6,0,1,0.66,0.6061,0.78,0.1343,16,107,123,Early Morning
12814,2012-06-23,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93,Early Morning
12815,2012-06-23,3,1,6,3,0,6,0,2,0.64,0.5758,0.83,0.0896,10,32,42,Early Morning
12816,2012-06-23,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13,19,Early Morning
12817,2012-06-23,3,1,6,5,0,6,0,2,0.64,0.5758,0.83,0.194,1,11,12,Early Morning
12818,2012-06-23,3,1,6,6,0,6,0,1,0.64,0.5758,0.83,0.0896,10,37,47,Early Morning
12819,2012-06-23,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78,Peak Hour
12820,2012-06-23,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167,Peak Hour
12821,2012-06-23,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332,Peak Hour
12822,2012-06-23,3,1,6,10,0,6,0,1,0.74,0.6818,0.55,0.194,177,317,494,Noon Riders
12823,2012-06-23,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516,Noon Riders
12824,2012-06-23,3,1,6,12,0,6,0,1,0.8,0.7273,0.43,0.194,203,399,602,Noon Riders
12825,2012-06-23,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564,Noon Riders
12826,2012-06-23,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,238,371,609,Noon Riders
12827,2012-06-23,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483,Noon Riders
12828,2012-06-23,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,196,317,513,Peak Hour
12829,2012-06-23,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530,Peak Hour
12830,2012-06-23,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481,Peak Hour
12831,2012-06-23,3,1,6,19,0,6,0,1,0.8,0.697,0.27,0.194,185,240,425,Peak Hour
12832,2012-06-23,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386,Night Riders
12833,2012-06-23,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322,Night Riders
12834,2012-06-23,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279,Night Riders
12835,2012-06-23,3,1,6,23,0,6,0,1,0.72,0.6515,0.44,0.0,69,156,225,Night Riders
12836,2012-06-24,3,1,6,0,0,0,0,1,0.7,0.6515,0.51,0.0,31,132,163,Early Morning
12837,2012-06-24,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,39,88,127,Early Morning
12838,2012-06-24,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,0.0,34,80,114,Early Morning
12839,2012-06-24,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,0.0896,19,41,60,Early Morning
12840,2012-06-24,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,0.0,4,9,13,Early Morning
12841,2012-06-24,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8,Early Morning
12842,2012-06-24,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25,Early Morning
12843,2012-06-24,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48,71,Peak Hour
12844,2012-06-24,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,0.0,38,103,141,Peak Hour
12845,2012-06-24,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0.0,63,169,232,Peak Hour
12846,2012-06-24,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.0,161,291,452,Noon Riders
12847,2012-06-24,3,1,6,11,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506,Noon Riders
12848,2012-06-24,3,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556,Noon Riders
12849,2012-06-24,3,1,6,13,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585,Noon Riders
12850,2012-06-24,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551,Noon Riders
12851,2012-06-24,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487,Noon Riders
12852,2012-06-24,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461,Peak Hour
12853,2012-06-24,3,1,6,17,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532,Peak Hour
12854,2012-06-24,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534,Peak Hour
12855,2012-06-24,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423,Peak Hour
12856,2012-06-24,3,1,6,20,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332,Night Riders
12857,2012-06-24,3,1,6,21,0,0,0,1,0.76,0.697,0.55,0.2239,76,177,253,Night Riders
12858,2012-06-24,3,1,6,22,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178,Night Riders
12859,2012-06-24,3,1,6,23,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87,Night Riders
12860,2012-06-25,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68,Early Morning
12861,2012-06-25,3,1,6,1,0,1,1,1,0.7,0.6515,0.65,0.2239,11,20,31,Early Morning
12862,2012-06-25,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14,Early Morning
12863,2012-06-25,3,1,6,3,0,1,1,1,0.68,0.6364,0.69,0.2537,1,4,5,Early Morning
12864,2012-06-25,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,0,4,4,Early Morning
12865,2012-06-25,3,1,6,5,0,1,1,1,0.66,0.6212,0.74,0.1642,1,42,43,Early Morning
12866,2012-06-25,3,1,6,6,0,1,1,1,0.64,0.5909,0.78,0.1642,11,147,158,Early Morning
12867,2012-06-25,3,1,6,7,0,1,1,1,0.66,0.6212,0.74,0.2239,30,455,485,Peak Hour
12868,2012-06-25,3,1,6,8,0,1,1,1,0.66,0.6212,0.69,0.194,53,555,608,Peak Hour
12869,2012-06-25,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.194,37,231,268,Peak Hour
12870,2012-06-25,3,1,6,10,0,1,1,1,0.76,0.697,0.55,0.1642,58,126,184,Noon Riders
12871,2012-06-25,3,1,6,11,0,1,1,1,0.8,0.7273,0.43,0.3284,54,127,181,Noon Riders
12872,2012-06-25,3,1,6,12,0,1,1,2,0.76,0.6818,0.45,0.2985,74,196,270,Noon Riders
12873,2012-06-25,3,1,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260,Noon Riders
12874,2012-06-25,3,1,6,14,0,1,1,1,0.78,0.697,0.43,0.2537,90,161,251,Noon Riders
12875,2012-06-25,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,Noon Riders
12876,2012-06-25,3,1,6,16,0,1,1,1,0.8,0.697,0.31,0.3881,104,310,414,Peak Hour
12877,2012-06-25,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833,Peak Hour
12878,2012-06-25,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,100,691,791,Peak Hour
12879,2012-06-25,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,74,508,582,Peak Hour
12880,2012-06-25,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,100,375,475,Night Riders
12881,2012-06-25,3,1,6,21,0,1,1,1,0.68,0.6212,0.3,0.3284,50,281,331,Night Riders
12882,2012-06-25,3,1,6,22,0,1,1,1,0.66,0.6212,0.29,0.3881,21,166,187,Night Riders
12883,2012-06-25,3,1,6,23,0,1,1,1,0.64,0.6212,0.33,0.3284,15,88,103,Night Riders
12884,2012-06-26,3,1,6,0,0,2,1,1,0.62,0.6212,0.33,0.3284,8,29,37,Early Morning
12885,2012-06-26,3,1,6,1,0,2,1,1,0.6,0.6212,0.35,0.3881,11,19,30,Early Morning
12886,2012-06-26,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,0.2836,2,7,9,Early Morning
12887,2012-06-26,3,1,6,3,0,2,1,1,0.54,0.5152,0.45,0.2836,2,7,9,Early Morning
12888,2012-06-26,3,1,6,4,0,2,1,1,0.54,0.5152,0.45,0.2985,1,9,10,Early Morning
12889,2012-06-26,3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,3,36,39,Early Morning
12890,2012-06-26,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188,Early Morning
12891,2012-06-26,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,21,531,552,Peak Hour
12892,2012-06-26,3,1,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,34,622,656,Peak Hour
12893,2012-06-26,3,1,6,9,0,2,1,1,0.58,0.5455,0.46,0.4179,30,298,328,Peak Hour
12894,2012-06-26,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,37,153,190,Noon Riders
